assetid,assetref,assetdesc,assetgroup,prodgroup,company,city,department,building,room,purdate,purprice,depterm,assetage,tddep,bookvalue,opstatus,maintstatus
1292,MLAFR/OPS/230/15,Inverter/UPS,Equipment - Office,Payment Equipment,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2011/12/22,6552.18,4,1016,4556.48,1995.7,Operational,In Use
1293,MOHCC/OPS/230/15,Inverter/UPS,Equipment - Office,Payment Equipment,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2011/12/22,6552.18,4,1016,4556.48,1995.7,Operational,In Use
1294,FINIP/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,FINIP,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2014/12/22,18530,4,1013,12847.97,5682.03,Operational,In Use
1295,MLAFR/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLAFR,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2014/12/22,18530,4,1014,12860.66,5669.34,Operational,In Use
1296,MOHCC/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MOHCC,Bulawayo,Rural Development,Bulawayo Parking,Basement Parking,2014/12/22,18530,4,1013,12847.97,5682.03,Operational,In Use
1297,FINIP/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,FINIP,Harare,Rural Development,HQ Parking,Bay 04,2026/03/23,359900,4,911,224414.03,135485.97,Operational,In Use
1298,MLAFR/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLAFR,Harare,Rural Development,HQ Parking,Bay 04,2026/03/23,359900,4,911,224414.03,135485.97,Operational,In Use
1299,MOHCC/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MOHCC,Harare,Rural Development,HQ Parking,Bay 04,2026/03/23,359900,4,911,224414.03,135485.97,Operational,In Use
1300,FINIP/IT/002/23,Laptop,Equipment - Computers,Computers,FINIP,Harare,Urban Development,Head Office,103,2020/03/23,8279,4,917,5196.33,3082.67,Operational,In Use
1301,MICOM/IT/002/23,Laptop,Equipment - Computers,Computers,MICOM,Harare,Urban Development,Head Office,103,2020/03/23,8279,4,917,5196.33,3082.67,Operational,In Use
1302,MLAFR/IT/002/23,Laptop,Equipment - Computers,Computers,MLAFR,Harare,Urban Development,Head Office,103,2020/03/23,8279,4,917,5196.33,3082.67,Operational,In Use
1303,MOHCC/IT/002/23,Laptop,Equipment - Computers,Computers,MOHCC,Harare,Urban Development,Head Office,103,2020/03/23,8279,4,918,5202,3077,Operational,In Use
1304,FINIP/IT/002/24,Laptop,Equipment - Computers,Computers,FINIP,Harare,Rural Development,Head Office,103,2021/03/23,8279,4,916,5190.67,3088.33,Operational,In Use
1305,MICOM/IT/002/24,Laptop,Equipment - Computers,Computers,MICOM,Harare,Rural Development,Head Office,103,2021/03/23,8279,4,916,5190.67,3088.33,Operational,In Use
1306,MLAFR/IT/002/24,Laptop,Equipment - Computers,Computers,MLAFR,Harare,Rural Development,Head Office,103,2021/03/23,8279,4,917,5196.33,3082.67,Operational,In Use
1307,MOHCC/IT/002/24,Laptop,Equipment - Computers,Computers,MOHCC,Harare,Rural Development,Head Office,103,2021/03/23,8279,4,916,5190.67,3088.33,Operational,In Use
1308,FINIP/OPS/851/001,CCTV Monitor,Equipment Security,Guns,FINIP,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
1309,MICOM/OPS/851/001,CCTV Monitor,Equipment Security,Guns,MICOM,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1310,MLAFR/OPS/851/001,CCTV Monitor,Equipment Security,Guns,MLAFR,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
1311,MOHCC/OPS/851/001,CCTV Monitor,Equipment Security,Guns,MOHCC,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1312,FINIP/IT/006/001,Servers,Equipment - Computers,Computers,FINIP,Harare,Public Works,Head Office,105,2024/03/23,23837,4,913,14896.09,8940.91,Operational,In Use
1313,MICOM/IT/006/001,Servers,Equipment - Computers,Computers,MICOM,Harare,Public Works,Head Office,105,2024/03/23,23837,4,913,14896.09,8940.91,Operational,In Use
1314,MLAFR/IT/006/001,Servers,Equipment - Computers,Computers,MLAFR,Harare,Public Works,Head Office,105,2024/03/23,23837,4,913,14896.09,8940.91,Operational,In Use
1315,MOHCC/IT/006/001,Servers,Equipment - Computers,Computers,MOHCC,Harare,Public Works,Head Office,105,2024/03/23,23837,4,913,14896.09,8940.91,Operational,In Use
1316,FINIP/SEC/842/002,HIK vision cctv system,Equipment Security,CCTV Cameras,FINIP,Harare,Public Works,Head Office,202,2025/03/23,5524,4,912,3448.25,2075.75,Operational,In Use
1317,MICOM/SEC/842/002,HIK vision cctv system,Equipment Security,CCTV Cameras,MICOM,Harare,Public Works,Head Office,202,2025/03/23,5524,4,912,3448.25,2075.75,Operational,In Use
1318,MLAFR/SEC/842/002,HIK vision cctv system,Equipment Security,CCTV Cameras,MLAFR,Harare,Public Works,Head Office,202,2025/03/23,5524,4,912,3448.25,2075.75,Operational,In Use
1319,MOHCC/SEC/842/002,HIK vision cctv system,Equipment Security,CCTV Cameras,MOHCC,Harare,Public Works,Head Office,202,2025/03/23,5524,4,913,3452.03,2071.97,Operational,In Use
1320,FINIP/OPS/235/001,Flashlights,Equipment - Office,Payment Equipment,FINIP,Harare,Urban Development,Head Office,103,2027/03/23,500,4,910,311.43,188.57,Operational,In Use
1321,MICOM/OPS/235/001,Flashlights,Equipment - Office,Payment Equipment,MICOM,Harare,Urban Development,Head Office,103,2027/03/23,500,4,910,311.43,188.57,Operational,In Use
1322,MLAFR/OPS/235/001,Flashlights,Equipment - Office,Payment Equipment,MLAFR,Harare,Urban Development,Head Office,103,2027/03/23,500,4,911,311.77,188.23,Operational,In Use
1323,MOHCC/OPS/235/001,Flashlights,Equipment - Office,Payment Equipment,MOHCC,Harare,Urban Development,Head Office,103,2027/03/23,500,4,910,311.43,188.57,Operational,In Use
1324,FINIP/BL/701/001,Cellphones,Equipment - Office,Cellphones,FINIP,Harare,Public Works,Head Office,105,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1325,MICOM/BL/701/001,Cellphones,Equipment - Office,Cellphones,MICOM,Harare,Public Works,Head Office,105,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1326,MLAFR/BL/701/001,Cellphones,Equipment - Office,Cellphones,MLAFR,Harare,Public Works,Head Office,105,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1327,MOHCC/BL/701/001,Cellphones,Equipment - Office,Cellphones,MOHCC,Harare,Public Works,Head Office,105,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1328,FINIP/BL/701/002,Cellphones,Equipment - Office,Cellphones,FINIP,Harare,Public Works,Head Office,106,2006/09/21,3438.99,4,1478,3479.01,-40.02,Operational,In Use
1329,MICOM/BL/701/002,Cellphones,Equipment - Office,Cellphones,MICOM,Harare,Public Works,Head Office,106,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1330,MLAFR/BL/701/002,Cellphones,Equipment - Office,Cellphones,MLAFR,Harare,Public Works,Head Office,106,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
1331,MOHCC/BL/701/002,Cellphones,Equipment - Office,Cellphones,MOHCC,Harare,Public Works,Head Office,106,2006/09/21,3438.99,4,1477,3476.65,-37.66,Operational,In Use
1332,FINIP/LOG/430/001,Nissan NP200,Motor Vehicles,Bakkies,FINIP,Harare,Rural Development,HQ Parking,Bay 05,2001/12/21,153652.18,4,1391,146290.34,7361.84,Operational,In Use
1333,MICOM/LOG/430/001,Nissan NP200,Motor Vehicles,Bakkies,MICOM,Harare,Rural Development,HQ Parking,Bay 05,2001/12/21,153652.18,4,1391,146290.34,7361.84,Operational,In Use
1334,MLAFR/LOG/430/001,Nissan NP200,Motor Vehicles,Bakkies,MLAFR,Harare,Rural Development,HQ Parking,Bay 05,2001/12/21,153652.18,4,1391,146290.34,7361.84,Operational,In Use
1335,MOHCC/LOG/430/001,Nissan NP200,Motor Vehicles,Bakkies,MOHCC,Harare,Rural Development,HQ Parking,Bay 05,2001/12/21,153652.18,4,1391,146290.34,7361.84,Operational,In Use
1336,FINIP/OPS/235/002,Flashlights,Equipment - Office,Payment Equipment,FINIP,Harare,Rural Development,Head Office,103,2028/03/23,500,4,909,311.09,188.91,Operational,In Use
1337,MICOM/OPS/235/002,Flashlights,Equipment - Office,Payment Equipment,MICOM,Harare,Rural Development,Head Office,103,2028/03/23,500,4,909,311.09,188.91,Operational,In Use
1338,MLAFR/OPS/235/002,Flashlights,Equipment - Office,Payment Equipment,MLAFR,Harare,Rural Development,Head Office,103,2028/03/23,500,4,909,311.09,188.91,Operational,In Use
1339,MOHCC/OPS/235/002,Flashlights,Equipment - Office,Payment Equipment,MOHCC,Harare,Rural Development,Head Office,103,2028/03/23,500,4,909,311.09,188.91,Operational,In Use
1340,FINIP/OPS/851/003,CCTV Monitor,Equipment Security,Guns,FINIP,Harare,Public Works,Head Office,105,2001/12/21,5400.98,4,1391,5142.21,258.77,Idle/ Standby,In Use
1341,MICOM/OPS/851/003,CCTV Monitor,Equipment Security,Guns,MICOM,Harare,Public Works,Head Office,105,2001/12/21,5400.98,4,1391,5142.21,258.77,Idle/ Standby,In Use
1342,MOHCC/OPS/851/003,CCTV Monitor,Equipment Security,Guns,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,5400.98,4,1392,5145.9,255.08,Idle/ Standby,In Use
1343,FINIP/LOG/864/001,6M Container,Land and Buildings,Land & Buildings,FINIP,Harare,Rural Development,Head Office,103,2001/12/21,19000,4,1391,18089.66,910.34,Operational,In Use
1344,MICOM/LOG/864/001,6M Container,Land and Buildings,Land & Buildings,MICOM,Harare,Rural Development,Head Office,103,2001/12/21,19000,4,1391,18089.66,910.34,Operational,In Use
1345,MLAFR/LOG/864/001,6M Container,Land and Buildings,Land & Buildings,MLAFR,Harare,Rural Development,Head Office,103,2001/12/21,19000,4,1391,18089.66,910.34,Operational,In Use
1346,MOHCC/LOG/864/001,6M Container,Land and Buildings,Land & Buildings,MOHCC,Harare,Rural Development,Head Office,103,2001/12/21,19000,4,1391,18089.66,910.34,Operational,In Use
1347,FINIP/ADM/700/001,Aircon Units,Equipment - Office,Aircon Units,FINIP,Harare,Public Works,Head Office,105,2001/12/21,3457.97,4,1391,3292.29,165.68,Operational,In Use
1348,MICOM/ADM/700/001,Aircon Units,Equipment - Office,Aircon Units,MICOM,Harare,Public Works,Head Office,105,2001/12/21,3457.97,4,1391,3292.29,165.68,Operational,In Use
1349,MLAFR/ADM/700/001,Aircon Units,Equipment - Office,Aircon Units,MLAFR,Harare,Public Works,Head Office,105,2001/12/21,3457.97,4,1391,3292.29,165.68,Operational,In Use
1350,MOHCC/ADM/700/001,Aircon Units,Equipment - Office,Aircon Units,MOHCC,Harare,Public Works,Head Office,105,2001/12/21,3457.97,4,1391,3292.29,165.68,Operational,In Use
1351,FINIP/ADM/681/002,Camera's CCTV SYSTEM,Equipment - Office,Cameras,FINIP,Harare,Public Works,Head Office,104,2001/12/21,38831.09,4,1391,36970.6,1860.49,Operational,In Use
1352,MICOM/ADM/681/002,Camera's CCTV SYSTEM,Equipment - Office,Cameras,MICOM,Harare,Public Works,Head Office,104,2001/12/21,38831.09,4,1391,36970.6,1860.49,Operational,In Use
1353,MLAFR/ADM/681/002,Camera's CCTV SYSTEM,Equipment - Office,Cameras,MLAFR,Harare,Public Works,Head Office,104,2001/12/21,38831.09,4,1391,36970.6,1860.49,Operational,In Use
1354,MOHCC/ADM/681/002,Camera's CCTV SYSTEM,Equipment - Office,Cameras,MOHCC,Harare,Public Works,Head Office,104,2001/12/21,38831.09,4,1391,36970.6,1860.49,Operational,In Use
1355,FINIP/SEC/854/002,Alarm Unit,Equipment Security,Guns,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2019/07/22,6521.74,4,1161,5182.57,1339.17,Operational,In Use
1356,MICOM/SEC/854/002,Alarm Unit,Equipment Security,Guns,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2019/07/22,6521.74,4,1161,5182.57,1339.17,Operational,In Use
1357,MLAFR/SEC/854/002,Alarm Unit,Equipment Security,Guns,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2019/07/22,6521.74,4,1161,5182.57,1339.17,Operational,In Use
1358,MOHCC/SEC/854/002,Alarm Unit,Equipment Security,Guns,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2019/07/22,6521.74,4,1161,5182.57,1339.17,Operational,In Use
1359,FINIP/OPS/854/002,Alarm Unit,Equipment Security,Guns,FINIP,Harare,Public Works,Head Office,105,2023/07/22,6521.74,4,1157,5164.72,1357.02,Operational,In Use
1360,MICOM/OPS/854/002,Alarm Unit,Equipment Security,Guns,MICOM,Harare,Public Works,Head Office,105,2023/07/22,6521.74,4,1157,5164.72,1357.02,Operational,In Use
1361,MLAFR/OPS/854/002,Alarm Unit,Equipment Security,Guns,MLAFR,Harare,Public Works,Head Office,105,2023/07/22,6521.74,4,1157,5164.72,1357.02,Operational,In Use
1362,MOHCC/OPS/854/002,Alarm Unit,Equipment Security,Guns,MOHCC,Harare,Public Works,Head Office,105,2023/07/22,6521.74,4,1157,5164.72,1357.02,Operational,In Use
1363,FINIP/OPS/470/001,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,FINIP,Harare,Rural Development,HQ Parking,Bay 06,2012/08/22,338100,4,1137,263120.94,74979.06,Operational,In Use
1364,MICOM/OPS/470/001,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MICOM,Harare,Rural Development,HQ Parking,Bay 06,2012/08/22,338100,4,1138,263352.36,74747.64,Operational,In Use
1365,MLAFR/OPS/470/001,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLAFR,Harare,Rural Development,HQ Parking,Bay 06,2012/08/22,338100,4,1137,263120.94,74979.06,Operational,In Use
1366,MOHCC/OPS/470/001,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MOHCC,Harare,Rural Development,HQ Parking,Bay 06,2012/08/22,338100,4,1137,263120.94,74979.06,Operational,In Use
1367,FINIP/OPS/316/12,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1368,MICOM/OPS/316/12,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1369,MLAFR/OPS/316/12,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1370,MOHCC/OPS/316/12,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1371,FINIP/OPS/316/001,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,202,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1372,MICOM/OPS/316/001,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,202,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1373,MLAFR/OPS/316/001,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,202,2001/12/21,433.59,4,1391,412.82,20.77,Operational,In Use
1374,MOHCC/OPS/316/001,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,202,2001/12/21,433.59,4,1392,413.11,20.48,Operational,In Use
1375,FINIP/OPS/316/002,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,FINIP,Harare,Public Works,Head Office,101,2001/12/21,433.59,4,1391,412.82,20.77,Decommissioned,Not Maintainable
1376,MICOM/OPS/316/002,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MICOM,Harare,Public Works,Head Office,101,2001/12/21,433.59,4,1391,412.82,20.77,Decommissioned,Not Maintainable
1377,MLAFR/OPS/316/002,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MLAFR,Harare,Public Works,Head Office,101,2001/12/21,433.59,4,1391,412.82,20.77,Decommissioned,Not Maintainable
1378,MOHCC/OPS/316/002,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MOHCC,Harare,Public Works,Head Office,101,2001/12/21,433.59,4,1391,412.82,20.77,Decommissioned,Not Maintainable
1379,FINIP/ADM/180/001,Switchboard,Equipment - Office,Telecommunication,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
1380,MICOM/ADM/180/001,Switchboard,Equipment - Office,Telecommunication,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1381,MLAFR/ADM/180/001,Switchboard,Equipment - Office,Telecommunication,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1382,MOHCC/ADM/180/001,Switchboard,Equipment - Office,Telecommunication,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1383,FINIP/SEC/854/006,Alarm Unit,Equipment Security,Guns,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1384,MICOM/SEC/854/006,Alarm Unit,Equipment Security,Guns,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1385,MLAFR/SEC/854/006,Alarm Unit,Equipment Security,Guns,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1386,MOHCC/SEC/854/006,Alarm Unit,Equipment Security,Guns,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1392,0.01,0,Operational,In Use
1387,FINIP/ADM/380/002,Angel Water Container,Furniture and Fixtures,Water Containers,FINIP,Harare,Urban Development,Head Office,103,2001/12/21,2269.57,4,1391,2160.83,108.74,Operational,In Use
1388,MICOM/ADM/380/002,Angel Water Container,Furniture and Fixtures,Water Containers,MICOM,Harare,Urban Development,Head Office,103,2001/12/21,2269.57,4,1391,2160.83,108.74,Operational,In Use
1389,MLAFR/ADM/380/002,Angel Water Container,Furniture and Fixtures,Water Containers,MLAFR,Harare,Urban Development,Head Office,103,2001/12/21,2269.57,4,1391,2160.83,108.74,Operational,In Use
1390,MOHCC/ADM/380/002,Angel Water Container,Furniture and Fixtures,Water Containers,MOHCC,Harare,Urban Development,Head Office,103,2001/12/21,2269.57,4,1391,2160.83,108.74,Operational,In Use
1391,FINIP/OPS/235/004,Flashlights,Equipment - Office,Payment Equipment,FINIP,Harare,Public Works,Head Office,105,1930/03/23,500,4,907,310.4,189.6,Operational,In Use
1392,MICOM/OPS/235/004,Flashlights,Equipment - Office,Payment Equipment,MICOM,Harare,Public Works,Head Office,105,1930/03/23,500,4,907,310.4,189.6,Operational,In Use
1393,MLAFR/OPS/235/004,Flashlights,Equipment - Office,Payment Equipment,MLAFR,Harare,Public Works,Head Office,105,1930/03/23,500,4,907,310.4,189.6,Operational,In Use
1394,MOHCC/OPS/235/004,Flashlights,Equipment - Office,Payment Equipment,MOHCC,Harare,Public Works,Head Office,105,1930/03/23,500,4,907,310.4,189.6,Operational,In Use
1395,FINIP/OPS/003/002,Notebook - Dell,Equipment - Computers,Computers,FINIP,Harare,Public Works,Head Office,106,2001/12/21,37784,4,1391,35973.68,1810.32,Operational,In Use
1396,MICOM/OPS/003/002,Notebook - Dell,Equipment - Computers,Computers,MICOM,Harare,Public Works,Head Office,106,2001/12/21,37784,4,1391,35973.68,1810.32,Operational,In Use
1397,MLAFR/OPS/003/002,Notebook - Dell,Equipment - Computers,Computers,MLAFR,Harare,Public Works,Head Office,106,2001/12/21,37784,4,1391,35973.68,1810.32,Operational,In Use
1398,MOHCC/OPS/003/002,Notebook - Dell,Equipment - Computers,Computers,MOHCC,Harare,Public Works,Head Office,106,2001/12/21,37784,4,1391,35973.68,1810.32,Operational,In Use
1399,FINIP/OPS/851/004,CCTV Monitor,Equipment Security,Guns,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1400,MICOM/OPS/851/004,CCTV Monitor,Equipment Security,Guns,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1401,MLAFR/OPS/851/004,CCTV Monitor,Equipment Security,Guns,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1402,MOHCC/OPS/851/004,CCTV Monitor,Equipment Security,Guns,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1403,FINIP/OPS/316/39,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,FINIP,Bulawayo,Urban Development,Bulawayo Office,104,2014/05/22,561.97,4,1227,471.96,90.01,Operational,In Use
1404,MICOM/OPS/316/39,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MICOM,Bulawayo,Urban Development,Bulawayo Office,104,2014/05/22,561.97,4,1227,471.96,90.01,Operational,In Use
1405,MLAFR/OPS/316/39,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MLAFR,Bulawayo,Urban Development,Bulawayo Office,104,2014/05/22,561.97,4,1227,471.96,90.01,Operational,In Use
1406,MOHCC/OPS/316/39,Chairs Directors Steel / Canvas,Furniture and Fixtures,Chairs,MOHCC,Bulawayo,Urban Development,Bulawayo Office,104,2014/05/22,561.97,4,1227,471.96,90.01,Operational,In Use
1407,FINIP/OPS/141/004,Vehicles Steel Lockers & Safes,Equipment - Office,Safes,FINIP,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1408,MICOM/OPS/141/004,Vehicles Steel Lockers & Safes,Equipment - Office,Safes,MICOM,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
1409,MLAFR/OPS/141/004,Vehicles Steel Lockers & Safes,Equipment - Office,Safes,MLAFR,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
